id,quantity,title,pid,type,description,image,brand_name,amount,date,status,payment_mode,cid,pname,pemail,pphone,pplace,ppost,ppin,pcustomer_type,retailer_name,retailer_email,retailer_phone,retailer_place,retailer_post,retailer_pin
753,2,Coffee Powder,20,Beverage,Instant coffee,/media/WhatsApp%20Image%202026-03-26%20at%2012.37.30.jpeg,Nescafe,180,2026-03-28,Ordered,Net Banking,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
754,2,Dry Fruits Mix,21,Snack,"Almonds, cashews mix",/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56.jpeg,Local,250,2026-03-28,Ordered,Net Banking,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
755,1,Cake,22,Bakery,Celebration cake,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56%20(1).jpeg,Local,400,2026-03-28,Ordered,Net Banking,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
756,3,Ice Cream Cup,23,Frozen, ice cream,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57.jpeg,Amul,30,2026-03-28,Ordered,Net Banking,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
757,1,Shampoo Bottle,9,Personal care,Hair cleaning shampoo,/media/Clinic%20Plus%20Strong%20and%20Long%20Health%20Shampoo%2C%20650ml.jpeg,Clinic Plus,288,2026-03-28,Ordered,Net Banking,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
758,1,Dove Soap,18,Personal Care,Care Moisturizing beauty soap,/media/WhatsApp%20Image%202026-03-26%20at%2012.27.45.jpeg,Dove ,55,2026-03-28,Ordered,Net Banking,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
759,1,Dry Fruits Mix,21,Snack,"Almonds, cashews mix",/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56.jpeg,Local,250,2026-03-28,Ordered,Net Banking,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
760,1,Instant Soup Packet,25,Packaged Food,Ready-to-make soup,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(2).jpeg,Maggie,25,2026-03-28,Ordered,Net Banking,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
761,2,Dark Fantasy Choco fills,11,Snack,Crunchy outer shell with rich chocolate filling,/media/Dark%20Fantasy%20Choco%20fills%20Photography%20and%20styling.jpeg,Sunfeast,170,2026-03-28,Ordered,Net Banking,12,Aswathy VK,vkaswathy02@gmail.com,6543219877,kannur,keezhur,670703,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
762,1,Dove Soap,18,Personal Care,Care Moisturizing beauty soap,/media/WhatsApp%20Image%202026-03-26%20at%2012.27.45.jpeg,Dove ,55,2026-03-28,Ordered,Net Banking,12,Aswathy VK,vkaswathy02@gmail.com,6543219877,kannur,keezhur,670703,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
763,1,Brown Bread,19,Bakery,Healthy brown bread,/media/WhatsApp%20Image%202026-03-26%20at%2012.30.44.jpeg,Britannia,45,2026-03-28,Ordered,Net Banking,12,Aswathy VK,vkaswathy02@gmail.com,6543219877,kannur,keezhur,670703,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
764,2,Coffee Powder,20,Beverage,Instant coffee,/media/WhatsApp%20Image%202026-03-26%20at%2012.37.30.jpeg,Nescafe,180,2026-03-28,Ordered,Net Banking,12,Aswathy VK,vkaswathy02@gmail.com,6543219877,kannur,keezhur,670703,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
765,1,Dark Fantasy Choco fills,11,Snack,Crunchy outer shell with rich chocolate filling,/media/Dark%20Fantasy%20Choco%20fills%20Photography%20and%20styling.jpeg,Sunfeast,170,2026-03-28,Ordered,Net Banking,12,Aswathy VK,vkaswathy02@gmail.com,6543219877,kannur,keezhur,670703,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
766,1,Dry Fruits Mix,21,Snack,"Almonds, cashews mix",/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56.jpeg,Local,250,2026-03-28,Ordered,Net Banking,12,Aswathy VK,vkaswathy02@gmail.com,6543219877,kannur,keezhur,670703,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
767,1,Cake,22,Bakery,Celebration cake,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56%20(1).jpeg,Local,400,2026-03-28,Ordered,Net Banking,12,Aswathy VK,vkaswathy02@gmail.com,6543219877,kannur,keezhur,670703,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
768,5,Ice Cream Cup,23,Frozen, ice cream,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57.jpeg,Amul,30,2026-03-28,Ordered,Net Banking,12,Aswathy VK,vkaswathy02@gmail.com,6543219877,kannur,keezhur,670703,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
769,2,Dove Soap,18,Personal Care,Care Moisturizing beauty soap,/media/WhatsApp%20Image%202026-03-26%20at%2012.27.45.jpeg,Dove ,55,2026-03-28,Ordered,Net Banking,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
770,1,Brown Bread,19,Bakery,Healthy brown bread,/media/WhatsApp%20Image%202026-03-26%20at%2012.30.44.jpeg,Britannia,45,2026-03-28,Ordered,Net Banking,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
771,3,Coffee Powder,20,Beverage,Instant coffee,/media/WhatsApp%20Image%202026-03-26%20at%2012.37.30.jpeg,Nescafe,180,2026-03-28,Ordered,Net Banking,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
772,2,Dry Fruits Mix,21,Snack,"Almonds, cashews mix",/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56.jpeg,Local,250,2026-03-28,Ordered,Net Banking,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
773,1,Instant Soup Packet,25,Packaged Food,Ready-to-make soup,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(2).jpeg,Maggie,25,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
774,3,Herbal Kadha Drink,29,Health,Immunity herbal drink,/media/WhatsApp%20Image%202026-03-28%20at%2011.00.04.jpeg,Dabur,150,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
775,2,Herbal Kadha Drink,29,Health,Immunity herbal drink,/media/WhatsApp%20Image%202026-03-28%20at%2011.00.04.jpeg,Dabur,150,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
776,2,Dry Fruits Mix,21,Snack,"Almonds, cashews mix",/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56.jpeg,Local,250,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
777,2,Instant Soup Packet,25,Packaged Food,Ready-to-make soup,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(2).jpeg,Maggie,25,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
778,2,Herbal Kadha Drink,29,Health,Immunity herbal drink,/media/WhatsApp%20Image%202026-03-28%20at%2011.00.04.jpeg,Dabur,150,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
779,1,Rice 1 kg,5,Grocery,Premium quality white rice,/media/WhatsApp Image 2026-03-16 at 08.31.17.jpeg,India Gate,60,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
780,1,Shampoo Bottle,9,Personal care,Hair cleaning shampoo,/media/Clinic%20Plus%20Strong%20and%20Long%20Health%20Shampoo%2C%20650ml.jpeg,Clinic Plus,288,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
781,1,Glucose Powder,24,Health Drink,Instant energy drink,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(1).jpeg,Glucon-D,95,2026-03-28,Ordered,UPI,12,Aswathy VK,vkaswathy02@gmail.com,6543219877,kannur,keezhur,670703,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
782,1,Instant Soup Packet,25,Packaged Food,Ready-to-make soup,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(2).jpeg,Maggie,25,2026-03-28,Ordered,UPI,12,Aswathy VK,vkaswathy02@gmail.com,6543219877,kannur,keezhur,670703,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
783,4,Mango Juice,26,Beverage,Refreshing mango drink,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19.jpeg,Maaza,55,2026-03-28,Ordered,UPI,12,Aswathy VK,vkaswathy02@gmail.com,6543219877,kannur,keezhur,670703,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
784,2,Chocolate Gift Pack,27,Chocolates,Mixed chocolates,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19%20(1).jpeg,Cadbury,200,2026-03-28,Ordered,UPI,12,Aswathy VK,vkaswathy02@gmail.com,6543219877,kannur,keezhur,670703,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
785,2,Cake,22,Bakery,Celebration cake,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56%20(1).jpeg,Local,400,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
786,3,Ice Cream Cup,23,Frozen, ice cream,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57.jpeg,Amul,30,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
787,2,Dry Fruits Mix,21,Snack,"Almonds, cashews mix",/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56.jpeg,Local,250,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
788,1,Cake,22,Bakery,Celebration cake,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56%20(1).jpeg,Local,400,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
789,4,Mango Juice,26,Beverage,Refreshing mango drink,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19.jpeg,Maaza,55,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
790,2,Chocolate Gift Pack,27,Chocolates,Mixed chocolates,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19%20(1).jpeg,Cadbury,200,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
791,2,Diyas Pack,28,Festival,Clay lamps for festivals,/media/WhatsApp%20Image%202026-03-26%20at%2015.26.20.jpeg,local,50,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
792,3,Rice 1 kg,5,Grocery,Premium quality white rice,/media/WhatsApp Image 2026-03-16 at 08.31.17.jpeg,India Gate,60,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
793,1,Shampoo Bottle,9,Personal care,Hair cleaning shampoo,/media/Clinic%20Plus%20Strong%20and%20Long%20Health%20Shampoo%2C%20650ml.jpeg,Clinic Plus,288,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
794,1,Coca Cola 500 ml,10,beverage,Soft drink,/media/download.jpeg,Coca Cola,40,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
795,1,Dove Soap,18,Personal Care,Care Moisturizing beauty soap,/media/WhatsApp%20Image%202026-03-26%20at%2012.27.45.jpeg,Dove ,55,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
796,1,Rice 1 kg,5,Grocery,Premium quality white rice,/media/WhatsApp Image 2026-03-16 at 08.31.17.jpeg,India Gate,60,2026-03-28,Ordered,UPI,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
797,1,Shampoo Bottle,9,Personal care,Hair cleaning shampoo,/media/Clinic%20Plus%20Strong%20and%20Long%20Health%20Shampoo%2C%20650ml.jpeg,Clinic Plus,288,2026-03-28,Ordered,UPI,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
798,2,Dove Soap,18,Personal Care,Care Moisturizing beauty soap,/media/WhatsApp%20Image%202026-03-26%20at%2012.27.45.jpeg,Dove ,55,2026-03-28,Ordered,UPI,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
799,2,Brown Bread,19,Bakery,Healthy brown bread,/media/WhatsApp%20Image%202026-03-26%20at%2012.30.44.jpeg,Britannia,45,2026-03-28,Ordered,UPI,14,sandra,san@gamil.com,9188240832,Alappuzha,kuttand,686563,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
800,2,Mango Juice,26,Beverage,Refreshing mango drink,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19.jpeg,Maaza,55,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
801,4,Chocolate Gift Pack,27,Chocolates,Mixed chocolates,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19%20(1).jpeg,Cadbury,200,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
802,1,Diyas Pack,28,Festival,Clay lamps for festivals,/media/WhatsApp%20Image%202026-03-26%20at%2015.26.20.jpeg,local,50,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
803,2,Herbal Kadha Drink,29,Health,Immunity herbal drink,/media/WhatsApp%20Image%202026-03-28%20at%2011.00.04.jpeg,Dabur,150,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
804,5,Instant Soup Packet,25,Packaged Food,Ready-to-make soup,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(2).jpeg,Maggie,25,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
805,2,Brown Bread,19,Bakery,Healthy brown bread,/media/WhatsApp%20Image%202026-03-26%20at%2012.30.44.jpeg,Britannia,45,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
806,2,Coffee Powder,20,Beverage,Instant coffee,/media/WhatsApp%20Image%202026-03-26%20at%2012.37.30.jpeg,Nescafe,180,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
807,1,Herbal Kadha Drink,29,Health,Immunity herbal drink,/media/WhatsApp%20Image%202026-03-28%20at%2011.00.04.jpeg,Dabur,150,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
808,2,Brown Bread,19,Bakery,Healthy brown bread,/media/WhatsApp%20Image%202026-03-26%20at%2012.30.44.jpeg,Britannia,45,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
809,2,Coffee Powder,20,Beverage,Instant coffee,/media/WhatsApp%20Image%202026-03-26%20at%2012.37.30.jpeg,Nescafe,180,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
810,2,Dry Fruits Mix,21,Snack,"Almonds, cashews mix",/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56.jpeg,Local,250,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
811,4,Glucose Powder,24,Health Drink,Instant energy drink,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(1).jpeg,Glucon-D,95,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
812,15,Glucose Powder,24,Health Drink,Instant energy drink,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(1).jpeg,Glucon-D,95,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
813,1,Coffee Powder,20,Beverage,Instant coffee,/media/WhatsApp%20Image%202026-03-26%20at%2012.37.30.jpeg,Nescafe,180,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
814,2,Dry Fruits Mix,21,Snack,"Almonds, cashews mix",/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56.jpeg,Local,250,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
815,1,Brown Bread,19,Bakery,Healthy brown bread,/media/WhatsApp%20Image%202026-03-26%20at%2012.30.44.jpeg,Britannia,45,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
816,2,Coffee Powder,20,Beverage,Instant coffee,/media/WhatsApp%20Image%202026-03-26%20at%2012.37.30.jpeg,Nescafe,180,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
817,2,Instant Soup Packet,25,Packaged Food,Ready-to-make soup,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(2).jpeg,Maggie,25,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
818,2,Herbal Kadha Drink,29,Health,Immunity herbal drink,/media/WhatsApp%20Image%202026-03-28%20at%2011.00.04.jpeg,Dabur,150,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
819,3,Shampoo Bottle,9,Personal care,Hair cleaning shampoo,/media/Clinic%20Plus%20Strong%20and%20Long%20Health%20Shampoo%2C%20650ml.jpeg,Clinic Plus,288,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
820,1,Coca Cola 500 ml,10,beverage,Soft drink,/media/download.jpeg,Coca Cola,40,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
821,1,Dove Soap,18,Personal Care,Care Moisturizing beauty soap,/media/WhatsApp%20Image%202026-03-26%20at%2012.27.45.jpeg,Dove ,55,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
822,1,Coffee Powder,20,Beverage,Instant coffee,/media/WhatsApp%20Image%202026-03-26%20at%2012.37.30.jpeg,Nescafe,180,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
823,1,Dry Fruits Mix,21,Snack,"Almonds, cashews mix",/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56.jpeg,Local,250,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
824,1,Cake,22,Bakery,Celebration cake,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56%20(1).jpeg,Local,400,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
825,1,Instant Soup Packet,25,Packaged Food,Ready-to-make soup,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(2).jpeg,Maggie,25,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
826,1,Mango Juice,26,Beverage,Refreshing mango drink,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19.jpeg,Maaza,55,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
827,1,Chocolate Gift Pack,27,Chocolates,Mixed chocolates,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19%20(1).jpeg,Cadbury,200,2026-03-28,Ordered,Debit Card,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
828,7,Chocolate Gift Pack,27,Chocolates,Mixed chocolates,/media/WhatsApp%20Image%202026-03-26%20at%2014.13.19%20(1).jpeg,Cadbury,200,2026-03-28,Ordered,Credit Card,12,Aswathy VK,vkaswathy02@gmail.com,6543219877,kannur,keezhur,670703,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
829,1,Coffee Powder,20,Beverage,Instant coffee,/media/WhatsApp%20Image%202026-03-26%20at%2012.37.30.jpeg,Nescafe,180,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
830,1,Dry Fruits Mix,21,Snack,"Almonds, cashews mix",/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56.jpeg,Local,250,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
831,1,Cake,22,Bakery,Celebration cake,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.56%20(1).jpeg,Local,400,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
832,1,Glucose Powder,24,Health Drink,Instant energy drink,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(1).jpeg,Glucon-D,95,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
833,1,Instant Soup Packet,25,Packaged Food,Ready-to-make soup,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(2).jpeg,Maggie,25,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
834,1,Shampoo Bottle,9,Personal care,Hair cleaning shampoo,/media/Clinic%20Plus%20Strong%20and%20Long%20Health%20Shampoo%2C%20650ml.jpeg,Clinic Plus,288,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
835,1,Dove Soap,18,Personal Care,Care Moisturizing beauty soap,/media/WhatsApp%20Image%202026-03-26%20at%2012.27.45.jpeg,Dove ,55,2026-03-28,Ordered,UPI,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
836,1,Dove Soap,18,Personal Care,Care Moisturizing beauty soap,/media/WhatsApp%20Image%202026-03-26%20at%2012.27.45.jpeg,Dove ,55,2026-03-28,Ordered,Net Banking,13,avk,kva@gmail.com,9988776655,kannur,iritty,696969,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
837,1,Shampoo Bottle,9,Personal care,Hair cleaning shampoo,/media/Clinic%20Plus%20Strong%20and%20Long%20Health%20Shampoo%2C%20650ml.jpeg,Clinic Plus,288,2026-03-28,Ordered,Credit Card,12,Aswathy VK,vkaswathy02@gmail.com,6543219877,kannur,keezhur,670703,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
838,2,Coffee Powder,20,Beverage,Instant coffee,/media/WhatsApp%20Image%202026-03-26%20at%2012.37.30.jpeg,Nescafe,180,2026-03-28,Ordered,Credit Card,12,Aswathy VK,vkaswathy02@gmail.com,6543219877,kannur,keezhur,670703,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
839,1,Instant Soup Packet,25,Packaged Food,Ready-to-make soup,/media/WhatsApp%20Image%202026-03-26%20at%2012.41.57%20(2).jpeg,Maggie,25,2026-03-28,Ordered,Credit Card,12,Aswathy VK,vkaswathy02@gmail.com,6543219877,kannur,keezhur,670703,individual,Hridya,h@gmail.com,9876543210,Kozhikode,erg,678543
